ObsID,SID,Observer,Unit,Species,Count,Size.Class,Substrate,Overhead.Cover,Instream.Cover,Hydrology.Code,Water.Depth..m.,Est.Size,LWD..,Comments
14733,654,KL,189,RBTS,1,,345,1,BCE,Riffle Edgewater,0.4,180,0,
14734,654,KL,189,RBTS,1,,345,1,BCE,Riffle Edgewater,0.4,100,0,
14735,654,KL,189,RBTS,2,,345,2,B,Riffle Edgewater,0.5,130,0,
14736,654,DH,189,SASU,1,,345,1,E,Glide Edgewater,1.2,60,0,
14737,654,DH,189,SASU,100,,2,1,BDE,Glide Edgewater,0.5,50,0,
14738,654,DH,189,RBTS,1,,234,1,DE,Glide Edgewater,0.7,120,0,
14739,654,DH,189,SASQ/HH,1,,23,0,B,Glide Edgewater,0.2,30,0,
14740,654,DH,189,RBTS,1,,345,0,A,Glide,0.4,150,0,
14741,654,DH,189,RBTS,2,,345,2,A,Glide,0.4,130,0,
14742,654,DH,189,RBTS,4,,345,2,A,Glide,0.4,100,0,
14743,654,DH,189,RBTS,2,,345,2,A,Glide,0.4,80,0,
14744,654,DH,189,RBTS,3,,456,0,A,Glide,1,100,0,
14745,654,DH,189,RBTS,7,,456,0,A,Glide,1,90,0,
14746,654,DH,189,RBTS,13,,456,0,A,Glide,1,110,0,
14747,654,DH,189,RBTS,4,,456,0,A,Glide,1,120,0,
14748,654,FV,189,RBTS,1,,234,1,BDEF,Glide Edgewater,0.4,110,0,
3738,109,KH,26,RBTS,1,III,4,1,E,Glide,0.5,80,0,
14749,654,FV,189,TP,1,,234,1,BDEF,Glide Edgewater,0.4,60,0,
14750,654,FV,189,SASU,40,,234,1,BDEF,Glide Edgewater,0.4,30,0,
14751,654,FV,189,SASU,7,,2,1,BE,Backwater,0.6,85,0,
14752,654,FV,189,SNF,1,,2,1,BE,Backwater,0.7,110,0,
14753,654,FV,189,SASU,50,,23,1,BD,Glide Edgewater,0.1,30,0,
14754,654,FV,185,SASU,20,,134,1,DE,Glide Edgewater,0.2,30,0,
14755,654,FV,185,MIN,5,,3,1,BDE,Glide Edgewater,0.3,20,0,
14756,654,FV,185,RBTS,1,,45,0,A,Riffle,0.6,500,0,
14757,655,MB,210,SCP,1,,2,1,E,Glide Edgewater,0.4,50,0,
14758,655,MB,210,WAG,1,,2,1,BCDE,Glide Edgewater,0.3,65,0,
14759,655,MB,210,SASQ/HH,8,,2,1,BCDE,Glide Edgewater,0.3,35,0,
14760,655,MB,210,SASQ/HH,1,,2,1,BCDE,Glide Edgewater,0.3,45,0,
14761,655,MB,210,SASU,3,,2,1,BCDE,Glide Edgewater,0.3,55,0,
14762,655,MB,210,RBTS,1,,34,2,BCE,Riffle,0.4,130,0,
14763,655,MB,210,RBTS,2,,34,2,BCE,Riffle,0.4,100,0,
14764,655,MB,210,RBTS,10,,34,2,BCE,Riffle,0.4,90,0,
14765,655,MB,210,RBTS,2,,4,1,BCDE,Riffle,0.5,70,0,
14766,655,MB,210,RBTS,3,,234,1,BCDE,Riffle Edgewater,0.5,120,0,
14767,655,MB,210,RBTS,2,,234,1,BCDE,Riffle Edgewater,0.5,110,0,
14768,655,MB,210,RBTS,2,,234,1,BCDE,Riffle Edgewater,0.5,100,0,
14769,655,MB,210,SASU,150,,1,0,BCE,Glide Edgewater,0.4,50,0,
14770,655,MB,210,RBTS,1,,1,0,BCE,Glide Edgewater,0.4,110,0,
14771,655,MB,210,SASU,1,,1,0,BCE,Glide Edgewater,0.4,90,0,
14772,655,MB,210,SASU,100,,1,0,BCE,Glide Edgewater,0.4,35,0,
14773,655,MB,210,RBTS,1,,345,1,BCDE,Riffle,0.5,150,0,
14774,655,MB,210,RBTS,1,,345,1,BCDE,Riffle,0.5,90,0,
14775,655,MB,210,RBTS,2,,345,1,BCDE,Riffle,0.5,110,0,
14776,655,MB,210,RBTS,1,,345,1,BCDE,Riffle,0.5,120,0,
14778,655,KL,215A,RBTS,1,,345,2,A,Riffle Edgewater,0.5,140,0,
14779,655,KL,215A,RBTS,1,,345,1,BCDF,Riffle Edgewater,0.7,160,0,
14780,655,KL,215A,RBTS,1,,345,1,BCDF,Riffle Edgewater,0.7,120,0,
3369,97,MM,96,,0,,NA,NA,,,NA,NA,3024,
14781,655,KL,215A,RBTS,1,,345,1,BCDF,Riffle Edgewater,0.7,140,0,
14782,655,KL,215A,SASQ/HH,2,,345,1,BCDF,Riffle Edgewater,1.2,450,0,
14783,655,KL,215B,RBTS,1,,23456,1,BC,Riffle Edgewater,0.8,200,0,
14784,655,KL,215B,RBTS,1,,23456,1,BC,Riffle Edgewater,0.8,120,0,
14785,655,KL,215B,RBTS,1,,45,1,BCD,Riffle Edgewater,0.7,85,0,
14786,655,KL,215B,RBTS,1,,45,1,BCD,Riffle Edgewater,0.7,140,0,
14787,655,KL,215B,CHN,1,,45,1,BCD,Riffle Edgewater,0.7,95,0,
14788,655,KL,216,RBTS,2,,56,0,A,Riffle,0.9,180,0,
14789,656,DH,268,WAG,500,,234,2,E,Glide Edgewater,0.5,35,0,
14790,656,DH,268,WAG,200,,234,2,E,Glide Edgewater,0.5,40,0,
14791,656,DH,268,WAG,150,,234,2,E,Glide Edgewater,0.5,30,0,
14792,656,DH,268,WAG,50,,234,2,E,Glide Edgewater,0.5,45,0,
14793,656,DH,268,SASQ/HH,25,,234,2,E,Glide Edgewater,0.7,35,0,
14794,656,DH,268,SASQ/HH,10,,234,2,E,Glide Edgewater,0.7,40,0,
14795,656,DH,268,SASQ/HH,10,,234,2,E,Glide Edgewater,0.7,30,0,
14796,656,DH,268,MIN,9,,234,2,E,Glide Edgewater,0.6,20,0,
14797,656,DH,268,SASU,8,,234,2,E,Glide Edgewater,0.6,35,0,
14798,656,DH,268,SASU,3,,234,2,E,Glide Edgewater,0.6,40,0,
14799,656,DH,268,SASU,2,,234,2,E,Glide Edgewater,0.6,30,0,
14800,656,DH,268,SASU,5,,234,1,BE,Glide Edgewater,1,60,0,
14801,656,DH,268,SASU,7,,234,1,BE,Glide Edgewater,1,65,0,
14802,656,DH,268,SASU,8,,234,1,BE,Glide Edgewater,1,55,0,
14803,656,DH,268,SASQ/HH,18,,234,1,BE,Glide Edgewater,0.4,55,0,
14804,656,DH,268,SASQ/HH,17,,234,1,BE,Glide Edgewater,0.4,45,0,
14805,656,DH,268,MIN,100,,234,2,BE,Glide Edgewater,0.2,20,0,
14806,656,DH,268,SASU,5,,234,2,BE,Glide Edgewater,1.2,40,0,
14807,656,DH,268,SASU,13,,234,2,BE,Glide Edgewater,1,25,0,
14808,656,DH,268,SASU,4,,234,2,BE,Glide Edgewater,1.3,60,0,
14809,656,DH,268,SASQ/HH,2,,234,2,BE,Glide Edgewater,0.8,60,0,
14810,656,DH,268,SASQ/HH,5,,234,2,BE,Glide Edgewater,0.8,50,0,
14811,656,DH,268,SASQ/HH,3,,234,2,BE,Glide Edgewater,0.8,45,0,
2595,81,AH,96,RBTS,5,II,4,1,B,Riffle Edgewater,0.2,55,0,
14812,656,MB,268,MIN,210,,23,1,BCE,Riffle Edgewater,0.2,20,0,
14813,656,MB,268,SASQ/HH,1,,23,1,BCE,Riffle Edgewater,0.3,40,0,
14814,656,MB,268,RBTS,1,,45,0,A,Riffle,0.4,130,0,
14815,656,MB,268,RBTS,2,,45,0,A,Riffle,0.4,170,0,
14816,656,FV,266,RBTS,2,,45,0,A,Riffle,0.4,210,0,
14817,656,FV,266,SASU,20,,345,0,BE,Glide Edgewater,0.3,40,0,
14818,656,FV,266,SASU,40,,345,0,BE,Glide Edgewater,0.3,30,0,
14819,657,FV,323A,SASU,1,,45,0,A,Glide,1.8,450,0,
14820,657,FV,323A,MIN,200,,234,1,BEF,Glide Edgewater,0.2,20,0,
14821,657,FV,323A,SASU,100,,234,1,BEF,Glide Edgewater,0.3,30,0,
14822,657,FV,323A,SASU,50,,234,1,BEF,Glide Edgewater,0.3,40,0,
14823,657,FV,323A,SASU,15,,34,0,A,Glide Edgewater,0.4,60,0,
14824,657,FV,323A,RBTS,1,,2345,1,BCD,Glide Edgewater,0.7,110,0,
14825,657,FV,323A,SASQ/HH,15,,2,1,BD,Glide Edgewater,0.3,30,0,
14826,657,FV,323A,SASQ/HH,25,,2,1,BD,Glide Edgewater,0.3,45,0,
14827,657,KL,323B,SASU,80,,34,1,E,Glide Edgewater,0.2,30,0,
14828,657,KL,323B,SASU,40,,34,1,E,Glide Edgewater,0.3,50,0,
14829,657,KL,323B,SASU,60,,34,1,E,Glide Edgewater,0.3,40,0,
14830,657,KL,323B,SASU,25,,34,0,A,Glide,0.4,60,0,
14831,657,KL,323B,SASQ/HH,2,,34,0,A,Glide,0.5,100,0,
14832,657,KL,323B,SPD,1,,34,1,E,Glide Edgewater,0.4,45,0,
14834,657,MB,323A,SASQ/HH,1,,45,0,A,Glide,0.8,300,0,
14835,657,MB,323A,MIN,78,,23,1,BE,Glide Edgewater,0.2,20,0,
14836,657,MB,323A,SASU,7,,23,1,BE,Glide Edgewater,0.3,45,0,
14837,657,MB,323A,SASQ/HH,2,,23,1,BE,Glide Edgewater,0.3,45,0,
14838,657,MB,323B,SASU,110,,34,1,BE,Glide Edgewater,0.3,45,0,
14839,657,MB,323B,SASU,80,,34,1,BE,Glide Edgewater,0.3,55,0,
14840,657,MB,323B,SASU,30,,34,1,BE,Glide Edgewater,0.3,65,0,
14841,657,MB,323B,SASU,20,,34,1,BE,Glide Edgewater,0.3,75,0,
14842,657,MB,323B,MIN,150,,34,1,BE,Glide Edgewater,0.2,20,0,
2596,81,AH,96,CHN,5,I,4,1,B,Riffle Edgewater,0.2,50,0,
14843,657,MB,323B,SASQ/HH,4,,34,1,BE,Glide Edgewater,0.3,50,0,
14844,658,DH,402,SASQ/HH,100,,126,1,CE,Glide Edgewater,0.2,50,0,Super murked out
14853,658,DH,402,SASU,1,,2,0,C,Glide Edgewater,0.7,40,0,On a large treetrunk = substrate
14854,658,DH,402,SASU,25,,25,0,C,Glide Edgewater,2.5,300,0,
14855,658,DH,402,SASU,3,,25,0,C,Glide Edgewater,2.5,350,0,
14856,658,DH,402,SASU,5,,25,0,C,Glide Edgewater,2.5,400,0,
14857,658,DH,402,SNF,1,,25,0,C,Glide Edgewater,2,45,0,
14858,658,KL,402,MIN,100,,126,1,BE,Glide Edgewater,0.3,15,0,
14859,658,KL,402,BGS,45,,126,2,CE,Glide Edgewater,1,50,0,
14860,658,KL,402,BGS,25,,126,2,CE,Glide Edgewater,1,40,0,
14861,658,KL,402,BGS,20,,126,2,CE,Glide Edgewater,1,70,0,
14862,658,KL,402,TP,30,,126,0,CE,Glide Edgewater,2,60,0,
14863,658,KL,402,TP,10,,126,0,CE,Glide Edgewater,2,80,0,
14864,658,KL,402,SASQ/HH,15,,126,0,CE,Glide Edgewater,2,100,0,
14865,658,KL,402,SASQ/HH,9,,126,0,CE,Glide Edgewater,2,120,0,
14866,658,KL,402,SASQ/HH,15,,126,0,CE,Glide Edgewater,2,150,0,
14867,658,KL,402,SASQ/HH,2,,126,0,CE,Glide Edgewater,2,200,0,
14868,658,KL,402,SASQ/HH,1,,126,0,CE,Glide Edgewater,3,450,0,
14869,658,FV,403,SASQ/HH,10,,34,0,DE,Glide Edgewater,0.5,150,0,
14870,658,FV,403,SASQ/HH,25,,34,0,DE,Glide Edgewater,0.5,130,0,
14871,658,FV,403,SASQ/HH,25,,34,0,DE,Glide Edgewater,0.5,100,0,
14872,658,FV,403,SASQ/HH,35,,34,0,DE,Glide Edgewater,0.3,80,0,
14873,658,FV,403,SASQ/HH,15,,34,0,DE,Glide Edgewater,0.3,50,0,
2597,81,AH,96,RBTS,6,I,4,1,B,Glide,0.2,40,0,
14874,658,FV,403,SASU,10,,34,0,DE,Glide Edgewater,0.3,80,0,
14875,658,FV,403,SASU,20,,34,0,DE,Glide Edgewater,0.3,60,0,
14876,658,FV,403,SASU,5,,34,0,DE,Glide Edgewater,0.3,40,0,
14877,658,FV,403,SNF,1,,345,0,C,Glide,1,100,0,
14878,658,FV,403,SASQ/HH,1,,2345,0,CE,Glide,1.2,300,0,
14879,658,FV,403,SASQ/HH,7,,2345,0,CE,Glide,1,200,0,
14880,658,FV,403,SASQ/HH,10,,2345,0,CE,Glide,1,150,0,
14881,658,FV,403,SASQ/HH,5,,2345,0,CE,Glide,1,130,0,
14882,658,FV,403,BGS,1,,2345,0,CE,Glide,0.8,70,0,
14883,658,FV,403,TP,3,,2345,0,CE,Glide,0.6,70,0,
14884,658,FV,403,SASU,5,,2345,0,CE,Glide,0.6,90,0,
14885,658,FV,397,SASQ/HH,20,,34,0,E,Glide Edgewater,0.2,40,0,
14886,658,FV,397,SASQ/HH,50,,34,0,E,Glide Edgewater,0.2,30,0,
14887,658,FV,397,MIN,50,,34,0,E,Glide Edgewater,0.2,20,0,
14888,658,FV,397,SPD,3,,345,0,E,Riffle Edgewater,0.2,50,0,
14889,658,FV,397,SASQ/HH,15,,345,0,E,Riffle Edgewater,0.2,40,0,
14890,658,FV,397,SASU,7,,345,0,E,Riffle Edgewater,0.3,50,0,
14891,658,FV,397,MIN,40,,345,0,E,Riffle Edgewater,0.1,20,0,
14892,658,FV,397,WAG,30,,126,2,CE,Glide Edgewater,1.2,40,0,
14893,659,KL,408,SASU,25,,23,1,BCE,Glide Edgewater,0.3,40,0,
14894,659,KL,408,SASU,5,,23,1,BCE,Glide Edgewater,0.3,60,0,
14895,659,KL,408,SASQ/HH,40,,23,1,BCE,Glide Edgewater,0.3,40,0,
14896,659,KL,408,SASQ/HH,2,,23,1,BCE,Glide Edgewater,0.3,80,0,
14897,659,KL,408,SASU,30,,23,1,BCE,Glide Edgewater,0.3,50,0,
14898,659,DH,408,WAG,20,,2,0,BE,Glide Edgewater,0.2,35,0,
14899,659,DH,408,SASU,2,,2,0,C,Glide Edgewater,0.5,40,0,
14900,659,DH,408,WAG,4,,125,0,BCE,Glide Edgewater,0.3,20,0,
14901,659,DH,408,SASQ/HH,5,,125,0,BCE,Glide Edgewater,0.7,90,0,
14902,659,DH,408,SASU,2,,125,0,BCE,Glide Edgewater,1.3,80,0,
14905,659,DH,408,MIN,300,,125,1,BDE,Glide Edgewater,0.3,15,0,
2336,80,AH,19,CHN,5,II,4,0,A,Riffle Edgewater,0.2,60,0,
14906,659,DH,408,SASU,50,,1,0,E,Glide Edgewater,0.7,35,0,
14907,659,DH,408,SASU,100,,1,0,E,Glide Edgewater,0.7,30,0,
14908,659,DH,408,SASU,3,,1,0,E,Glide Edgewater,0.7,45,0,
14909,659,DH,408,SASU,1,,45,0,A,Riffle Edgewater,0.6,50,0,
14910,660,CJC,19,RBTS,1,,45,0,A,Riffle,0.5,150,0,
14911,660,CJC,25,NONE,0,,NA,NA,,,NA,NA,NA,
14912,660,DH,24,SASU,10,,345,0,A,Glide,1.2,350,0,
14913,660,DH,24,SASU,8,,345,0,A,Glide,1.2,400,0,
14914,660,DH,23,SASU,35,,34,1,CDE,Glide Edgewater,0.6,30,0,
14915,660,DH,23,SASU,8,,145,1,BE,Glide Edgewater,0.5,30,0,
14916,660,DH,23,SASU,13,,145,1,BE,Glide Edgewater,0.5,35,0,
14917,660,DH,23,SASU,15,,145,1,BE,Glide Edgewater,0.4,35,0,
14918,660,DH,23,SASU,14,,156,0,A,Glide Edgewater,1.5,50,0,
14919,660,FV,24,SASU,1,,45,0,A,Glide,0.6,350,0,
14920,660,FV,25,SASQ/HH,15,,45,1,BD,Glide Edgewater,0.3,30,0,
14921,660,FV,25,SASU,3,,45,0,E,Glide Edgewater,0.4,45,0,
14922,660,FV,25,SASU,20,,45,0,E,Glide Edgewater,0.4,40,0,
14923,660,FV,25,SASU,100,,456,0,EF,Glide Edgewater,0.3,30,0,
14924,660,FV,25,SASU,1,,45,0,A,Glide Edgewater,0.5,400,0,
14925,661,DH,30,SASU,5,,45,0,A,Glide,1.3,350,0,
14926,661,DH,30,SASU,7,,45,0,A,Glide,1.3,400,0,
14927,661,DH,30,SASU,7,,45,0,A,Glide,1.3,450,0,
14928,661,DH,31,NONE,0,,NA,NA,,,NA,NA,NA,
14930,661,DH,29,SASQ/HH,10,,34,0,BE,Glide Edgewater,0.4,35,0,
14931,661,DH,29,SASQ/HH,10,,34,0,BE,Glide Edgewater,0.4,40,0,
14932,661,DH,29,MIN,20,,34,0,BE,Glide Edgewater,0.4,25,0,
14933,661,FV,30,SASU,6,,45,0,A,Glide,0.7,400,0,(1) SCP 80 mm Dead
14934,661,FV,30,SASU,2,,45,0,A,Glide,0.7,450,0,
14935,661,FV,32,MIN,50,,14,1,BCD,Glide Edgewater,0.2,25,0,
14936,NA,FV,32,MIN,NA,,14,1,BCD,Glide Edgewater,0.2,25,0,
14938,662,CJC,33,RBTS,2,,34,2,BE,Glide Edgewater,0.5,80,0,
2337,80,AH,19,CHN,15,I,4,0,A,Riffle Edgewater,0.2,50,0,
14939,662,CJC,33,RBTS,1,,34,2,BE,Glide Edgewater,0.5,110,0,
14940,662,FV,33,WAG,4,,12,0,E,Glide,0.4,50,0,
14941,662,FV,33,SASU,13,,2,0,BE,Glide,0.5,35,0,
14942,662,DH,33,SASU,3,,124,0,B,Glide Edgewater,0.4,60,0,
14943,662,DH,33,SASU,12,,124,0,B,Glide Edgewater,0.4,40,0,
14944,662,DH,33,MIN,1,,13,2,BE,Glide Edgewater,0.3,25,0,
14945,662,DH,33,SASQ/HH,30,,23,1,A,Glide Edgewater,0.2,30,0,
14946,662,DH,33,RBTS,1,,34,2,A,Glide,0.2,45,0,
14947,662,DH,33,RBTS,1,,2,0,A,Glide,0.4,70,0,
14948,662,DH,33,RBTS,1,,2,0,A,Glide,0.4,60,0,
14949,662,DH,33,RBTS,2,,2,0,A,Glide,0.4,110,0,
14950,662,DH,33,RBTS,5,,2,0,A,Glide,0.4,90,0,
14951,662,DH,33,RBTS,7,,2,0,A,Glide,0.4,80,0,
14952,662,DH,33,RBTS,2,,2,0,A,Glide,0.4,50,0,
14953,662,DH,33,RBTS,2,,34,0,A,Glide,0.2,60,0,
14954,662,DH,33,RBTS,1,,34,0,B,Glide,0.3,60,0,
14955,662,DH,33,RBTS,1,,34,0,B,Glide,0.2,70,0,
14956,662,DH,33,RBTS,1,,34,2,BE,Glide,0.3,60,0,
14957,662,DH,33,RBTS,2,,34,2,BE,Glide,0.3,70,0,
14958,662,DH,33,RBTS,1,,34,2,BE,Glide,0.3,50,0,
14959,662,DH,33,RBTS,2,,34,1,A,Glide,0.7,60,0,
14960,662,DH,33,RBTS,1,,34,1,A,Glide,0.7,65,0,
14961,662,DH,33,RBTS,3,,34,1,A,Glide,0.7,60,0,
14962,662,DH,33,RBTS,1,,34,1,A,Glide,0.7,70,0,
14963,662,DH,33,RBTS,2,,34,1,A,Glide,0.7,90,0,In Pipes
14964,662,DH,33,RBTS,1,,34,1,C,Glide,0.7,80,0,In Pipes
14965,662,LL,33,MIN,15,,12,0,BE,Pool,0.5,25,0,
14966,662,LL,33,MIN,10,,12,1,BE,Glide,0.2,25,0,
14967,662,LL,33,CHN,1,,134,1,BE,Glide,0.2,90,0,
14968,662,LL,33,CHN,1,,134,1,BE,Glide,0.2,70,0,
14969,662,LL,33,CHN,1,,134,1,C,Glide,0.2,80,0,
14970,662,LL,33,RBTS,1,,34,2,BE,Glide Edgewater,0.1,50,0,
14971,662,LL,33,RBTS,2,,23,2,A,Glide,0.3,90,0,
14972,662,LL,33,RBTS,2,,23,2,A,Glide,0.3,70,0,
14973,662,LL,33,RBTS,1,,23,2,A,Glide,0.3,100,0,
14974,662,LL,33,RBTS,2,,23,2,B,Glide,0.2,110,0,
2338,80,AH,19,CHN,10,I,4,0,A,Riffle Edgewater,0.2,40,0,
14975,662,LL,33,RBTS,1,,23,2,B,Glide,0.2,75,0,
14976,662,LL,33,RBTS,1,,23,2,B,Glide,0.2,65,0,
14977,662,LL,33,RBTS,1,,23,2,B,Glide,0.2,90,0,
14978,662,LL,33,RBTS,2,,345,1,C,Riffle,0.2,80,0,
14979,662,LL,33,CHN,1,,345,1,C,Riffle,0.2,90,0,
14980,662,LL,33,CHN,2,,345,1,C,Riffle,0.1,70,0,
14981,662,LL,33,RBTS,2,,345,1,C,Riffle,0.1,80,0,
14982,662,LL,26,CHN,2,,1234,0,E,Glide,0.3,80,0,entire section murked out by a deer :|
14983,662,LL,26,RBTS,1,,1234,0,E,Glide,0.3,120,0,
14984,662,LL,26,RBTS,1,,123,0,E,Glide,0.2,60,0,
14985,662,LL,26,CHN,2,,1234,0,E,Glide,0.2,90,0,
14986,662,LL,26,CHN,1,,34,0,C,Glide,0.3,90,0,
14987,662,LL,26,RBTS,2,,12,1,EF,Glide,0.3,110,0,
14988,662,DH,26,RBTS,1,,1245,0,E,Glide,0.4,90,0,
14989,662,DH,26,RBTS,1,,234,2,B,Glide Edgewater,0.6,55,0,
14990,662,DH,26,RBTS,1,,23,0,A,Glide Edgewater,0.3,70,0,
14991,662,DH,26,RBTS,8,,2,0,E,Glide Edgewater,1,65,0,
14992,662,DH,26,RBTS,2,,2,0,E,Glide Edgewater,1,75,0,
14993,662,DH,26,RBTS,1,,2,0,E,Glide Edgewater,1,80,0,
15000,663,CJC,28,SCP,2,,45,0,B,Glide Edgewater,0.6,60,0,
15001,663,CJC,28,RBTS,3,,34,0,A,Riffle,0.6,110,0,
15002,663,CJC,28,MIN,350,,45,1,BDE,Glide Edgewater,0.6,15,0,
15003,663,CJC,28,RBTS,2,,34,0,A,Riffle,0.6,120,0,
15004,663,CJC,28,RBTS,1,,34,2,A,Riffle,0.8,450,0,Injured eye/face
15006,663,FV,28,RBTS,1,,34,1,BD,Glide Edgewater,0.3,60,0,
15007,663,FV,28,RBTS,1,,34,1,A,Glide Edgewater,0.5,55,0,
15008,664,DH,55,MIN,15,,23,2,BE,Glide Edgewater,0.8,15,0,
2339,80,AH,19,CHN,8,I,4,0,B,Riffle Edgewater,0.15,50,0,
15009,664,FV,56,SMB,1,,1,2,E,Backwater,0.7,300,0,
15010,664,FV,55,SASU,2,,45,0,A,Glide,0.9,350,0,
15011,664,FV,56,WAG,65,,1,0,F,Backwater,2,45,0,
15012,664,FV,56,SASQ/HH,3,,345,0,B,Backwater,0.5,120,0,
15013,664,FV,56,SASQ/HH,4,,345,0,B,Backwater,0.5,150,0,
15014,664,FV,56,SASU,3,,345,0,B,Backwater,0.6,50,0,
15016,665,DH,97,SASU,3,,45,0,A,Glide,1.2,300,0,
15017,665,DH,97,SASU,2,,45,0,A,Glide,1.2,350,0,
15018,665,DH,98,SASU,1,,134,1,BE,Glide Edgewater,0.3,30,0,
15019,665,DH,98,SASQ/HH,17,,134,1,BE,Glide Edgewater,0.3,25,0,
15020,665,DH,98,SASU,2,,134,1,BE,Glide Edgewater,0.5,40,0,
15021,665,DH,98,SASU,10,,134,1,BE,Glide Edgewater,0.5,50,0,
15022,665,DH,98,SASU,7,,134,2,BE,Glide Edgewater,0.4,35,0,
15023,665,DH,98,MIN,100,,234,2,BE,Glide Edgewater,0.2,15,0,
15024,665,DH,98,SASQ/HH,5,,234,2,BE,Glide Edgewater,0.2,25,0,
15025,665,DH,98,SASU,3,,234,2,BE,Glide Edgewater,0.2,25,0,
15026,665,DH,98,SASU,2,,145,0,BE,Glide Edgewater,1.3,50,0,
15027,665,DH,98,SASU,100,,345,0,E,Glide Edgewater,1.5,45,0,
15028,665,DH,98,SASU,10,,345,0,E,Glide Edgewater,1.5,50,0,
15029,665,DH,98,SASU,3,,345,0,E,Glide Edgewater,1.5,60,0,
15030,665,DH,98,SASU,150,,456,2,E,Glide Edgewater,0.8,55,0,
15031,665,DH,98,SASU,70,,456,2,E,Glide Edgewater,0.8,60,0,
15032,665,DH,98,SASU,26,,456,2,E,Glide Edgewater,0.8,70,0,
15033,665,CJC,97,SASU,2,,456,0,A,Glide,2.1,450,0,
15034,665,CJC,96,RBTS,1,,345,0,C,Glide Edgewater,1,120,0,
15035,665,CJC,96,MIN,150,,12,1,BDE,Pool,0.2,15,0,
15036,665,KL,96,NONE,0,,NA,NA,,,NA,NA,NA,
15037,666,CJC,103,SCP,1,,36,0,B,Glide Edgewater,0.8,40,0,
15038,666,CJC,103,SASU,6,,13,0,BE,Glide Edgewater,0.4,30,0,
15039,666,CJC,103,SASQ/HH,18,,13,0,BE,Glide Edgewater,0.4,25,0,
15040,666,CJC,103,MIN,50,,13,0,BE,Glide Edgewater,0.2,15,0,
1333,58,MM,185,RBTS,3,I,4,0,A,Riffle,0.15,35,0,
15041,666,CJC,103,RBTS,1,,34,0,A,Glide Edgewater,0.8,150,0,
15042,666,CJC,103,RBTS,2,,34,0,A,Glide Edgewater,0.8,120,0,
15043,666,CJC,104,SASU,2,,456,0,A,Glide,1.6,400,0,
15044,666,KL,105,BAS,1,,123,1,CDEF,Glide Edgewater,0.5,60,0,
15045,666,KL,105,MIN,50,,12,0,CE,Glide Edgewater,0.4,15,0,
15046,666,KL,105,MIN,100,,12,0,CE,Glide Edgewater,0.4,20,0,
15047,666,KL,105,SASU,10,,12,0,CE,Glide Edgewater,0.4,40,0,
15048,666,KL,105,RBT,1,,34,0,A,Glide,1.5,550,0,
15049,666,KL,105,SASU,2,,34,0,A,Glide,1.5,550,0,
15050,666,KL,105,SASU,1,,34,0,A,Glide,1.5,450,0,
15051,666,KL,104,SASU,3,,34,0,A,Glide,1.5,500,0,
15053,667,DH,119,SASU,1,,4,0,B,Glide Edgewater,0.9,50,0,
15054,667,DH,119,SASQ/HH,3,,345,2,BE,Glide Edgewater,0.8,30,0,
15055,667,DH,119,MIN,22,,34,1,CDE,Glide Edgewater,0.6,15,0,
15056,667,DH,119,SASQ/HH,65,,456,1,CDE,Glide Edgewater,0.4,25,0,
15057,667,DH,119,SASQ/HH,30,,456,1,CDE,Glide Edgewater,0.4,30,0,
15058,667,DH,119,SASQ/HH,2,,45,2,E,Glide Edgewater,0.7,45,0,
15059,667,DH,119,WAG,100,,16,1,CDE,Glide Edgewater,0.3,15,0,
15060,667,DH,120,NONE,0,,NA,NA,,,NA,NA,NA,NO FISH
15061,667,FV,119,SASU,2,,34,0,A,Backwater,0.5,50,0,
15062,667,FV,119,SASQ/HH,11,,13,0,A,Backwater,0.8,100,0,
15063,667,FV,119,RBTS,1,,13,0,A,Backwater,0.8,60,0,"Dark in color, did not look healthy"
15064,667,FV,119,SASQ/HH,20,,123,1,BE,Backwater,0.5,100,0,
15065,667,FV,119,SASQ/HH,40,,123,1,BE,Backwater,0.5,80,0,
15066,667,FV,119,SASQ/HH,20,,123,1,BE,Backwater,0.5,60,0,
15067,667,FV,119,SASU,1,,123,1,BE,Backwater,0.5,120,0,
15068,667,FV,120,NONE,0,,NA,NA,,,NA,NA,NA,NO FISH
15069,668,CJC,169,RBTS,2,,23,1,BCD,Glide Edgewater,0.6,120,0,
15070,668,CJC,169,RBTS,1,,23,1,BCD,Glide Edgewater,0.6,150,0,
15071,668,CJC,173,SASU,30,,23,1,BCD,Glide Edgewater,0.4,35,0,
15072,668,CJC,173,SASU,200,,234,2,BE,Glide Edgewater,0.6,35,0,
1334,58,MM,185,CHN,15,III,4,0,A,Riffle,0.15,80,0,
15073,668,CJC,173,SASU,50,,234,0,BE,Glide Edgewater,0.6,35,0,
15074,668,CJC,174,SASU,50,,234,0,BE,Glide Edgewater,0.6,35,0,
15075,668,CJC,170,RBTS,1,,45,0,A,Riffle,0.8,150,0,
15076,668,DH,173,SASQ/HH,1,,123,0,CE,Glide Edgewater,0.5,25,0,
15077,668,DH,169,SASU,1,,145,1,CE,Glide Edgewater,0.4,60,0,
15078,668,DH,169,SASU,3,,145,1,CE,Glide Edgewater,0.4,55,0,
15079,668,DH,169,SASU,10,,145,1,CE,Glide Edgewater,0.4,50,0,
15080,668,DH,169,SASU,7,,145,1,CE,Glide Edgewater,0.4,45,0,
