location,date,year,latitude,longitude,survey_method,redd_number,survey_week,number_of_fish_on_redd,percent_boulder_30cm,percent_large_16_30cm,percent_medium_6_15cm,percent_small_1_5cm,percent_fine_1cm,redd_width_m,redd_length_m,velocity_m_sec,water_depth_m
Moe's Side Channel,2024-10-08,2024,39.5161229,-121.55753138,ground,32,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,75,25,NA,1.6,1.3,0.173,0.34
Top of Auditorium,2024-10-08,2024,39.5160985,-121.55788762,ground,26,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Cottonwood,2024-10-08,2024,39.51684128,-121.55425907,ground,62,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,60,40,NA,1.9,2.4,0.65,0.64
Upper Cottonwood,2024-10-08,2024,39.51679653,-121.55426669,ground,61,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,40,60,NA,2.1,2.4,0.777,0.54
Upper Cottonwood,2024-10-08,2024,39.516796479999996,-121.55422345,ground,60,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,50,50,NA,1.5,1.9,0.544,0.68
Upper Cottonwood,2024-10-08,2024,39.51676806,-121.5541339,ground,59,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,NA,50,50,0,1.5,2.3,0.771,0.4
Upper Cottonwood,2024-10-08,2024,39.51672778,-121.55413093,ground,58,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,75,25,NA,1.4,2,0.446,0.58
Upper Cottonwood,2024-10-08,2024,39.51669452,-121.55410339,ground,57,"LL, AS - 10/8/2024 - Clear - Week 4-1",NA,NA,NA,45,55,NA,1.7,2.9,0.377,0.68
Upper Cottonwood,2024-10-08,2024,39.51667274,-121.55413318,ground,56,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,NA,NA,50,50,NA,1.7,2.5,0.438,0.52
Upper Cottonwood,2024-10-08,2024,39.51685845,-121.55427785,ground,63,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,NA,60,40,NA,1.2,1.3,0.632,0.54
Upper Cottonwood,2024-10-08,2024,39.51687362,-121.55426764,ground,64,"LL, AS - 10/8/2024 - Clear - Week 4-1",4,NA,NA,50,50,NA,1.2,1.4,0.483,0.62
Upper Cottonwood,2024-10-08,2024,39.51686377,-121.55442233,ground,65,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,70,30,NA,1.4,2.1,0.13,0.48
Upper Cottonwood,2024-10-08,2024,39.51686082,-121.55446091,ground,66,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,NA,60,30,10,1.2,1.7,0.689,0.56
Upper Hatchery Riffle,2024-10-08,2024,39.51657801,-121.55404114,ground,55,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,NA,5,40,55,NA,2,2.5,0.34,1.04
Upper Hatchery Riffle,2024-10-08,2024,39.51652473,-121.55399501,ground,54,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,NA,30,70,NA,1.5,2.9,0.344,0.94
Upper Hatchery Riffle,2024-10-08,2024,39.51646335,-121.554097,ground,53,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,5,70,25,NA,1.1,1.1,0.399,0.64
Upper Hatchery Riffle,2024-10-08,2024,39.51649012,-121.5542079,ground,52,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,15,75,10,NA,1.7,2.2,0.305,0.8
Upper Hatchery Riffle,2024-10-08,2024,39.51645347,-121.5542019,ground,51,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,NA,10,60,30,NA,2.4,2.7,0.519,0.76
Upper Hatchery Riffle,2024-10-08,2024,39.51622126,-121.5544385,ground,50,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,25,25,40,10,NA,1.4,2.2,0.858,0.36
Upper Hatchery Riffle,2024-10-08,2024,39.5162705,-121.55437813,ground,49,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,10,60,25,5,NA,1.4,2.6,0.82,0.52
Upper Hatchery Riffle,2024-10-08,2024,39.51626297,-121.55432755,ground,48,"LL, AS - 10/8/2024 - Clear - Week 4-1",2,10,25,55,10,NA,1.3,2.4,0.425,0.6
Upper Hatchery Riffle,2024-10-08,2024,39.51623562,-121.55429784,ground,47,"LL, AS - 10/8/2024 - Clear - Week 4-1",3,5,50,40,5,NA,1.3,1.4,0.669,0.5
Upper Hatchery Riffle,2024-10-08,2024,39.51622712,-121.55424449,ground,46,"LL, AS - 10/8/2024 - Clear - Week 4-1",1,10,25,55,10,NA,1.5,1.9,0.227,0.42
Moe's Side Channel,2024-10-18,2024,39.51577904,-121.55949728,ground,1,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,55,45,NA,0.9,1.9,0.438,0.1
Moe's Side Channel,2024-10-18,2024,39.51608811,-121.55783108,ground,94,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608051,-121.55785281,ground,93,"LL, AS - 10/18/2024 - Week 5-1",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610072,-121.55785715,ground,92,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.5161058,-121.55790487,ground,91,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608035,-121.55790039,ground,90,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606161,-121.55791917,ground,89,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606313,-121.55795174,ground,88,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608563,-121.55794969,ground,87,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609267,-121.55797329,ground,86,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606446,-121.55798196,ground,85,"LL, AS - 10/18/2024 - Week 5-1",5,5,10,70,15,NA,1.3,2,0.378,0.3
Moe's Side Channel,2024-10-18,2024,39.51610658,-121.55797567,ground,84,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610911,-121.558017,ground,83,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609598,-121.55803779,ground,82,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606975,-121.55781452,ground,95,"LL, AS - 10/18/2024 - Week 5-1",4,5,5,70,20,NA,1.3,1.7,0.212,0.34
Moe's Side Channel,2024-10-18,2024,39.51610757,-121.55806331,ground,81,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606889,-121.55807683,ground,79,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606405,-121.55813622,ground,78,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607413,-121.55811736,ground,77,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610534,-121.55815455,ground,76,"LL, AS - 10/18/2024 - Week 5-1",1,5,15,60,20,NA,1.6,1.9,0.405,0.22
Moe's Side Channel,2024-10-18,2024,39.51606567,-121.55820487,ground,75,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608385,-121.55820976,ground,74,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51605413,-121.55827703,ground,73,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51605845,-121.55825468,ground,72,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607328,-121.5582739,ground,71,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610345,-121.55823044,ground,70,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609141,-121.55825022,ground,69,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51611108,-121.55827552,ground,68,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610365,-121.55831774,ground,67,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606095,-121.5580553,ground,80,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609041,-121.55833952,ground,66,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610033,-121.5578155,ground,96,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608475,-121.55778993,ground,98,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607509,-121.55716677,ground,126,"LL, AS - 10/18/2024 - Week 5-1",6,NA,NA,25,75,NA,1.6,2,0.201,0.46
Moe's Side Channel,2024-10-18,2024,39.51612795,-121.55725475,ground,125,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51605644,-121.55726905,ground,124,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607178,-121.55727691,ground,123,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606631,-121.55730205,ground,122,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51613335,-121.55730493,ground,121,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608413,-121.5573707,ground,120,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610927,-121.55734971,ground,119,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51612558,-121.55737113,ground,118,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51612601,-121.55741165,ground,117,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610585,-121.55740692,ground,116,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608142,-121.55741765,ground,115,"LL, AS - 10/18/2024 - Week 5-1",4,NA,10,75,15,NA,2.3,2.5,0.27,0.38
Moe's Side Channel,2024-10-18,2024,39.51612078,-121.55751546,ground,114,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607314,-121.5577961,ground,97,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610822,-121.5575024,ground,113,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607356,-121.55754236,ground,111,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51612698,-121.55756115,ground,110,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610548,-121.55759436,ground,109,"LL, AS - 10/18/2024 - Week 5-1",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607493,-121.55757993,ground,108,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609247,-121.55761506,ground,107,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608141,-121.55763205,ground,106,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51611143,-121.55765803,ground,105,"LL, AS - 10/18/2024 - Week 5-1",3,NA,10,60,30,NA,1.4,1.6,0.465,0.42
Moe's Side Channel,2024-10-18,2024,39.51607933,-121.55768448,ground,104,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51612029,-121.55769341,ground,103,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610992,-121.55770086,ground,102,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51609877,-121.55773937,ground,101,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606842,-121.55775428,ground,100,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51610488,-121.55778041,ground,99,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608174,-121.55753109,ground,112,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606374,-121.55836369,ground,65,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606293,-121.55844047,ground,64,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,70,25,5,1.5,1.9,0.112,0.5
Moe's Side Channel,2024-10-18,2024,39.51604408,-121.55848916,ground,63,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602271,-121.55906061,ground,29,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51600247,-121.55910513,ground,28,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51598999,-121.55909923,ground,27,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51599296,-121.55915494,ground,26,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51599345,-121.55917349,ground,25,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51597295,-121.55919934,ground,24,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51599034,-121.55920338,ground,23,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51600081,-121.55923321,ground,22,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,80,20,NA,1.7,3,0.16,0.36
Moe's Side Channel,2024-10-18,2024,39.51597126,-121.5592434,ground,21,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51598153,-121.55926985,ground,20,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51600022,-121.55929029,ground,19,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51598195,-121.55932194,ground,18,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.5159695,-121.55931696,ground,17,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51597152,-121.55907276,ground,30,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51593104,-121.55928765,ground,16,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51596085,-121.55934622,ground,14,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51597493,-121.55935791,ground,13,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51595752,-121.55939681,ground,12,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51593167,-121.55941288,ground,11,"LL, AS - 10/18/2024 - Week 5-1",5,NA,NA,45,50,5,1.1,1.2,0.206,0.34
Moe's Side Channel,2024-10-18,2024,39.51590312,-121.55935994,ground,10,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,30,45,25,1.3,2.4,0.217,0.36
Moe's Side Channel,2024-10-18,2024,39.51587257,-121.55938044,ground,9,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,5,25,70,1.1,2,0.266,0.2
Moe's Side Channel,2024-10-18,2024,39.5158845,-121.55941431,ground,8,"LL, AS - 10/18/2024 - Week 5-1",4,NA,10,60,30,NA,1.7,2,0.519,0.28
Moe's Side Channel,2024-10-18,2024,39.51588295,-121.55939554,ground,7,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,30,50,20,1.5,2.2,0.234,0.36
Moe's Side Channel,2024-10-18,2024,39.51582662,-121.55943228,ground,6,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,40,40,20,1.4,2.2,0.541,0.36
Moe's Side Channel,2024-10-18,2024,39.5158404,-121.55947616,ground,5,"LL, AS - 10/18/2024 - Week 5-1",3,NA,5,65,30,NA,2,3,0.216,0.24
Moe's Side Channel,2024-10-18,2024,39.51581787,-121.55951224,ground,4,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,50,40,10,1.3,1.7,0.344,0.28
Moe's Side Channel,2024-10-18,2024,39.51577722,-121.55958446,ground,3,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,70,30,NA,2.7,3.1,0.61,0.1
Moe's Side Channel,2024-10-18,2024,39.51578791,-121.55952492,ground,2,"LL, AS - 10/18/2024 - Week 5-1",3,NA,NA,40,60,NA,1.5,2.4,0.547,0.26
Moe's Side Channel,2024-10-18,2024,39.51593721,-121.55931641,ground,15,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602536,-121.55899471,ground,31,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,90,10,NA,1.2,1.6,0.684,0.1
Moe's Side Channel,2024-10-18,2024,39.51605249,-121.55897605,ground,32,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51601061,-121.5589242,ground,33,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608521,-121.55847466,ground,62,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608403,-121.55854037,ground,61,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51603546,-121.55855932,ground,60,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51603412,-121.55861451,ground,59,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608854,-121.55860406,ground,58,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606117,-121.55859936,ground,57,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51608227,-121.55864508,ground,56,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51607953,-121.55863008,ground,55,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604707,-121.55865369,ground,54,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602363,-121.55865982,ground,53,"LL, AS - 10/18/2024 - Week 5-1",1,5,20,35,20,20,1.3,1.7,0.203,0.34
Moe's Side Channel,2024-10-18,2024,39.51605692,-121.55869097,ground,52,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51603323,-121.55871994,ground,51,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604309,-121.55873944,ground,50,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602415,-121.55879633,ground,49,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.5160358,-121.55877054,ground,48,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606958,-121.55875077,ground,47,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606182,-121.55877538,ground,46,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51606117,-121.55880653,ground,45,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604272,-121.558801,ground,44,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602117,-121.55881553,ground,43,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51601,-121.55884538,ground,42,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,60,30,10,1.2,1.6,0.435,0.18
Moe's Side Channel,2024-10-18,2024,39.51603085,-121.55884612,ground,41,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604015,-121.55884148,ground,40,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51605854,-121.55885776,ground,39,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604967,-121.5588736,ground,38,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51604264,-121.55891574,ground,37,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51602335,-121.5589087,ground,36,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51599661,-121.5588809,ground,35,"LL, AS - 10/18/2024 - Week 5-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51598348,-121.5589221,ground,34,"LL, AS - 10/18/2024 - Week 5-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51612547,-121.55709025,ground,127,"LL, AS - 10/18/2024 - Week 5-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-18,2024,39.51613717,-121.55710071,ground,128,"LL, AS - 10/18/2024 - Week 5-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51576588,-121.55950582,ground,1,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,5,70,25,NA,1.2,2.4,0.804,0.2
