micro_hab_data_tbl_id,p_dat_id,t_code,depth,velocity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,sur_turb,vel_clicks,adj_vel,fish_data_id,count,fl_mm,water_depth,dist_to_bottom,focal_velocity,av_vel,substrate,i_cov_code,o_cover_code_id,x_surf_turb,fish_in_tran,focal_clicks,adj_focal_vel,av_vel_clicks,adj_av_vel,species,location,date,water_temp,river_mile,flow,number_of_divers,reach_length,reach_width,channel_width,gps_coordinate,weather,channel_type,channel_geomorphic_unit
4004,121,15.4,24,0,0,0,20,20,30,30,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4005,121,18.1,19,0,0,20,20,10,40,10,100,0,0,0,0,100,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4006,121,18.2,28,0,0,10,0,30,30,30,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4007,121,18.3,22,0,0,0,0,30,70,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4008,121,18.4,19,0,0,0,0,50,50,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4009,121,21.1,16,0,0,10,30,40,20,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4010,121,21.2,15,0,0,0,0,70,20,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4011,121,21.3,23,0,0,0,30,30,30,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4012,121,21.4,19,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4013,121,24.1,8,0,0,0,30,10,60,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4014,121,24.2,18,0,0,0,0,20,40,40,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4015,121,24.3,20,0,0,0,0,30,40,30,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4016,121,24.4,22,0,0,0,10,60,20,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance (300 yards below-RR-right channel,2001-04-11,56,58.5,1000,2,25,4,0,,Overcast,Mainchannel Branch,Glide Edgewater
4017,122,0.1,19,0,0,0,0,25,75,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4018,122,0.2,20,0,0,0,30,20,50,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4019,122,0.3,23,0,0,0,10,30,60,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4020,122,0.4,38,0,0,0,0,20,70,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4021,122,3.1,13,0,0,0,0,20,30,50,80,10,0,10,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4022,122,3.2,24,0,0,0,10,0,40,50,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4023,122,3.3,29,0,0,0,40,10,50,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4024,122,3.4,43,0,0,0,0,30,60,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4025,122,6.1,14,0,0,0,50,30,10,10,60,40,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4026,122,6.2,34,0,0,0,0,30,40,30,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4027,122,6.3,42,0,0,0,0,30,70,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4028,122,6.4,55,0,0,0,0,30,70,0,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4029,122,9.1,16,0,0,0,0,0,80,20,85,15,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4030,122,9.2,35,0,0,0,0,0,80,20,90,10,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4031,122,9.3,50,0,0,0,0,20,50,30,85,15,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4032,122,9.4,70,0,0,0,0,50,30,20,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4033,122,12.1,16,0,0,0,0,0,80,20,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4034,122,12.2,35,0,0,0,0,0,80,20,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4035,122,12.3,56,0,0,0,0,30,70,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4036,122,12.4,71,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4037,122,15.1,21,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4038,122,15.2,34,0,0,0,60,10,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4039,122,15.3,46,0,0,0,60,30,10,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4040,122,15.4,62,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4041,122,18.1,32,0,0,0,0,20,60,20,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4042,122,18.2,47,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4043,122,18.3,55,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4044,122,18.4,58,0,0,0,10,50,40,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4045,122,21.1,33,0,0,0,0,20,80,0,80,20,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4046,122,21.2,47,0,0,0,0,70,30,0,75,25,0,0,0,50,25,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4047,122,21.3,58,0,0,0,60,10,30,0,85,15,0,0,0,0,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4048,122,21.4,66,0,0,0,0,50,30,20,100,0,0,0,0,100,0,0,0,NA,NA,306,8,70,NA,30,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4048,122,21.4,66,0,0,0,0,50,30,20,100,0,0,0,0,100,0,0,0,NA,NA,309,250,50,NA,30,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4049,122,24.1,18,0,0,0,0,70,30,0,40,60,0,0,0,0,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4050,122,24.2,40,0,0,0,0,70,30,0,10,40,0,50,0,0,50,50,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4051,122,24.3,59,0,0,0,40,40,20,0,0,30,0,70,0,0,30,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4052,122,24.4,75,0,0,0,80,20,0,0,50,25,0,25,0,40,0,60,0,NA,NA,307,50,50,NA,35,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4052,122,24.4,75,0,0,0,80,20,0,0,50,25,0,25,0,40,0,60,0,NA,NA,308,10,40,NA,35,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Chinook salmon,Across Big Hole Island ( River Right),2001-04-11,57,58,1000,2,25,4,NA,,Overcast,Mainchannel Branch,Pool
4053,123,0.1,6,0,0,0,40,20,30,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4054,123,0.2,11,0,0,0,40,20,40,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4055,123,0.3,20,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4056,123,0.4,36,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4057,123,3.1,8,0,0,0,60,30,10,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4058,123,3.2,16,0,0,0,30,20,20,30,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4059,123,3.3,22,0,0,0,30,60,10,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4060,123,3.4,35,0,0,0,0,40,60,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4061,123,6.1,6,0,0,0,70,10,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4062,123,6.2,14,0,0,0,40,30,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4063,123,6.3,22,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4064,123,6.4,31,0,0,0,10,60,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4065,123,9.1,5,0,0,0,20,60,10,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4066,123,9.2,14,0,0,0,10,60,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4067,123,9.3,23,0,0,0,30,50,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4068,123,9.4,33,0,0,0,0,40,50,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4069,123,12.1,10,0,0,0,15,70,15,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4070,123,12.2,17,0,0,0,10,70,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4071,123,12.3,21,0,0,0,60,15,25,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4072,123,12.4,33,0,0,0,0,40,50,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4073,123,15.1,8,0,0,0,10,80,0,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4074,123,15.2,15,0,0,0,10,70,10,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4075,123,15.3,29,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4076,123,15.4,50,0,0,0,25,35,40,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4077,123,18.1,7,0,0,0,30,40,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4078,123,18.2,27,0,0,0,25,50,25,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4079,123,18.3,43,0,0,0,25,60,15,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4080,123,18.4,50,0,0,0,25,50,25,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4081,123,21.1,20,0,0,0,20,50,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4082,123,21.2,35,0,0,0,10,60,30,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4083,123,21.3,50,0,0,0,10,70,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4084,123,21.4,57,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4085,123,24.1,14,0,0,0,10,40,40,10,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4086,123,24.2,38,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
4087,123,24.3,50,0,0,0,0,50,50,0,100,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Across from Big Hole,2001-04-11,59,57.5,1000,2,25,4,NA,,Overcast,Mainchannel Branch,NA
