observation_id,survey_id,unit,count,substrate,overhead_cover,instream_cover,channel_geomorphic_unit,depth,fork_length,species,run,clipped
16434,733,33,1,1,0,B,Glide Margin,0.3,35,chinook salmon,NA,NA
16435,733,33,1,1,0,A,Pool,1.2,600,o. mykiss,NA,FALSE
16436,733,33,1,1,0,A,Pool,1.2,450,o. mykiss,NA,NA
16437,733,33,2,1,0,A,Pool,1.2,500,o. mykiss,NA,NA
16438,733,33,30,1,2,A,Riffle Margin,0.2,35,chinook salmon,NA,NA
16439,733,33,5,1,2,A,Riffle Margin,0.1,40,chinook salmon,NA,NA
16440,733,33,200,13,1,E,Glide Margin,0.2,35,chinook salmon,NA,NA
16441,733,33,50,13,1,E,Glide Margin,0.2,40,chinook salmon,NA,NA
16442,733,33,1,13,1,E,Glide Margin,0.2,40,chinook salmon,NA,NA
16443,733,33,10,1,1,BDE,Glide Margin,0.2,35,chinook salmon,NA,NA
16444,733,33,5,1,1,BDE,Glide Margin,0.2,40,chinook salmon,NA,NA
16445,733,33,2,1,1,BDE,Glide Margin,0.2,45,chinook salmon,NA,NA
16446,733,33,100,1,1,DE,Glide Margin,0.1,35,chinook salmon,NA,NA
16447,733,33,50,1,1,DE,Glide Margin,0.1,40,chinook salmon,NA,NA
16448,733,33,40,23,1,DE,Glide Margin,0.3,35,chinook salmon,NA,NA
16449,733,33,40,23,1,DE,Glide Margin,0.3,40,chinook salmon,NA,NA
16450,733,33,1,23,1,DE,Glide Margin,0.3,50,chinook salmon,NA,NA
16451,733,33,50,2,1,F,Glide Margin,0.1,35,chinook salmon,NA,NA
16452,733,33,400,123,1,BD,Glide Margin,0.2,35,chinook salmon,NA,NA
16453,733,33,100,123,1,BD,Glide Margin,0.2,40,chinook salmon,NA,NA
16454,733,33,400,34,1,BDE,Glide Margin,0.2,35,chinook salmon,NA,NA
16455,733,33,200,34,1,BDE,Glide Margin,0.2,40,chinook salmon,NA,NA
16456,733,33,50,34,1,BDE,Glide Margin,0.2,45,chinook salmon,NA,NA
16457,733,33,1,34,1,BDE,Glide Margin,0.2,50,chinook salmon,NA,NA
16458,733,33,1,34,1,BDE,Glide Margin,0.2,60,chinook salmon,NA,NA
16459,733,33,50,4,0,A,Glide,0.4,40,chinook salmon,NA,NA
1338,58,210,4,3,1,B,Riffle,0.1,50,o. mykiss,NA,FALSE
16460,733,33,5,4,0,A,Glide,0.4,45,chinook salmon,NA,NA
16461,733,33,3,4,0,A,Glide,0.4,50,chinook salmon,NA,NA
16462,733,33,1500,123,1,BE,Glide,0.3,40,chinook salmon,NA,NA
16463,733,33,45,123,1,BE,Glide,0.3,35,chinook salmon,NA,NA
16464,733,33,500,134,1,BCE,Glide Margin,0.2,40,chinook salmon,NA,NA
16465,733,33,450,12,1,BCF,Glide Margin,0.2,35,chinook salmon,NA,NA
16466,733,33,680,1,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16467,733,33,70,1,1,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16469,733,33,8,123,1,BCE,Glide,0.3,50,chinook salmon,NA,NA
16470,733,33,10,123,1,BCE,Glide,0.3,45,chinook salmon,NA,NA
16471,733,33,1,123,1,BCE,Glide,0.3,60,chinook salmon,NA,NA
16472,733,33,400,13,1,BEF,Glide Margin,0.2,35,chinook salmon,NA,NA
16473,733,33,100,13,1,BEF,Glide Margin,0.2,40,chinook salmon,NA,NA
16474,733,33,250,3,1,BCEF,Riffle Margin,0.3,40,chinook salmon,NA,NA
16475,733,33,5,3,1,BCEF,Riffle Margin,0.3,50,chinook salmon,NA,NA
16476,733,33,110,3,1,BCEF,Riffle Margin,0.3,40,chinook salmon,NA,NA
16477,733,33,50,3,1,F,Riffle Margin,0.3,35,chinook salmon,NA,NA
16478,734,55,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16479,734,56,350,14,1,BDE,Backwater,0.6,35,chinook salmon,NA,NA
16480,734,56,50,14,1,BDE,Backwater,0.6,40,chinook salmon,NA,NA
16481,734,55,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16482,734,56,2500,1234,1,BE,Glide Margin,0.5,40,chinook salmon,NA,NA
16483,734,56,10,1234,1,BE,Glide Margin,0.5,35,chinook salmon,NA,NA
16484,734,56,10,2,0,A,Glide Margin,0.2,35,chinook salmon,NA,NA
16485,734,56,3000,134,1,BE,Glide Margin,0.4,40,chinook salmon,NA,NA
16486,734,56,500,134,1,BE,Glide Margin,0.4,45,chinook salmon,NA,NA
16487,734,56,10,134,1,BE,Glide Margin,0.4,50,chinook salmon,NA,NA
16488,734,56,100,45,3,A,Riffle,0.4,45,chinook salmon,NA,NA
16490,734,56,70,45,3,A,Riffle,0.4,40,chinook salmon,NA,NA
16491,734,56,5,345,0,B,Riffle Margin,0.4,50,chinook salmon,NA,NA
1339,58,210,30,4,1,B,Glide,1,50,chinook salmon,NA,NA
16492,734,56,20,345,1,F,Riffle Margin,0.4,40,chinook salmon,NA,NA
16493,734,56,1,345,0,A,Riffle Margin,0.4,60,wakasagi,NA,NA
16494,734,56,80,345,0,A,Riffle Margin,0.3,40,chinook salmon,NA,NA
16496,735,96,500,234,1,BCDEF,Glide Margin,0.5,35,chinook salmon,NA,NA
16497,735,96,1000,234,1,BCDEF,Glide Margin,0.5,40,chinook salmon,NA,NA
16498,735,96,1000,234,1,BCDEF,Glide Margin,0.5,45,chinook salmon,NA,NA
16499,735,96,1,45,0,BC,Glide Margin,0.8,110,unidentified sculpin,NA,NA
16500,735,97,3,456,0,A,Glide,2,550,sacramento sucker,NA,NA
16501,735,96,65,456,1,A,Glide Margin,0.2,35,chinook salmon,NA,NA
16502,735,96,1,456,1,A,Glide Margin,0.2,40,wakasagi,NA,NA
16503,735,96,2,456,1,A,Glide Margin,0.2,45,chinook salmon,NA,NA
16504,735,96,1200,12,1,BCDE,Backwater,0.1,40,chinook salmon,NA,NA
16505,735,97,2,345,0,A,Glide,1,450,o. mykiss,NA,FALSE
16507,735,98,20,234,0,E,Glide Margin,0.3,30,unidentified cypriniform spp.,NA,NA
16514,736,104,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16515,736,104,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16516,736,105,150,23,1,BCDE,Glide Margin,0.3,35,chinook salmon,NA,NA
16517,736,105,200,23,1,BCDE,Glide Margin,0.3,45,chinook salmon,NA,NA
16518,736,105,300,23,1,BCDE,Glide Margin,0.3,55,chinook salmon,NA,NA
16519,736,105,20,23,1,BCDE,Glide Margin,0.3,60,chinook salmon,NA,NA
16520,736,105,80,34,1,BE,Glide Margin,0.3,45,chinook salmon,NA,NA
16521,736,105,50,34,1,BE,Glide Margin,0.3,55,chinook salmon,NA,NA
16522,736,105,1,34,1,BE,Glide Margin,0.4,65,wakasagi,NA,NA
16523,736,105,1,34,1,BE,Glide Margin,0.4,60,chinook salmon,NA,NA
1340,58,210,30,4,1,B,Glide,1,40,chinook salmon,NA,NA
16524,737,173,500,1456,1,BCE,Backwater,0.4,40,chinook salmon,NA,NA
16525,737,173,25,1456,1,BCE,Backwater,0.4,55,chinook salmon,NA,NA
16526,737,173,100,1456,1,BCE,Backwater,0.4,35,chinook salmon,NA,NA
16527,737,173,200,13456,1,BCDE,Backwater,0.3,30,chinook salmon,NA,NA
16528,737,173,500,13456,1,BCDE,Backwater,0.3,40,chinook salmon,NA,NA
16529,737,173,100,13456,1,BCDE,Backwater,0.3,50,chinook salmon,NA,NA
16530,737,173,1000,3456,1,BD,Backwater,0.2,35,chinook salmon,NA,NA
16531,737,173,50,3456,1,BD,Backwater,0.2,40,chinook salmon,NA,NA
16532,737,173,5,3456,1,BD,Backwater,0.2,50,chinook salmon,NA,NA
16533,737,173,3,156,0,A,Backwater,0.2,80,o. mykiss,NA,FALSE
16534,737,173,50,56,0,E,Backwater,0.2,30,chinook salmon,NA,NA
16535,737,169,1000,234,0,B,Glide Margin,0.2,35,chinook salmon,NA,NA
16536,737,169,200,234,0,B,Glide Margin,0.2,40,chinook salmon,NA,NA
16537,737,169,45,234,0,B,Glide Margin,0.2,55,chinook salmon,NA,NA
16538,737,169,1,234,0,B,Glide Margin,0.2,70,unidentified sculpin,NA,NA
16539,737,169,50,345,1,BCD,Glide Margin,0.3,45,chinook salmon,NA,NA
16540,737,169,100,345,1,BCD,Glide Margin,0.3,35,chinook salmon,NA,NA
16541,737,169,10,345,1,BCD,Glide Margin,0.3,50,chinook salmon,NA,NA
16542,737,169,2000,13456,1,BCDEF,Glide Margin,0.4,40,chinook salmon,NA,NA
16543,737,169,500,13456,1,BCDEF,Glide Margin,0.4,55,chinook salmon,NA,NA
16544,737,169,500,13456,1,BCDEF,Glide Margin,0.4,50,chinook salmon,NA,NA
16545,737,169,20,13456,1,BCDEF,Glide Margin,0.4,60,chinook salmon,NA,NA
16546,737,169,500,13456,1,BCDEF,Glide Margin,0.4,35,chinook salmon,NA,NA
16547,737,169,50,345,1,BCDEF,Glide Margin,0.5,50,chinook salmon,NA,NA
16548,737,169,10,345,1,BCDEF,Glide Margin,0.5,60,chinook salmon,NA,NA
16549,737,169,30,345,1,BCDEF,Glide Margin,0.5,40,chinook salmon,NA,NA
16550,737,169,250,123,1,CDF,Glide Margin,0.3,35,chinook salmon,NA,NA
16551,737,169,300,123,1,CDF,Glide Margin,0.3,45,chinook salmon,NA,NA
16552,737,169,5,123,1,CDF,Glide Margin,0.3,50,chinook salmon,NA,NA
16553,737,169,50,456,1,EF,Glide Margin,0.5,50,chinook salmon,NA,NA
16554,737,169,10,456,1,EF,Glide Margin,0.5,45,chinook salmon,NA,NA
16555,737,170,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
1341,58,217,20,4,2,B,Riffle,0.25,50,chinook salmon,NA,NA
16556,737,174,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16557,737,170,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16558,737,174,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16559,737,175,15,34,1,BCDE,Glide Margin,0.4,50,chinook salmon,NA,NA
16560,737,175,820,34,1,BCDE,Glide Margin,0.4,40,chinook salmon,NA,NA
16561,737,175,100,34,1,BCDE,Glide Margin,0.4,35,chinook salmon,NA,NA
16562,737,175,80,34,1,BCDE,Glide Margin,0.4,45,chinook salmon,NA,NA
16563,737,175,2,34,1,BCDE,Glide Margin,0.4,55,chinook salmon,NA,NA
16564,737,175,40,3,1,BDE,Backwater,0.1,35,chinook salmon,NA,NA
16566,737,171,100,23,1,DF,Glide Margin,0.3,45,chinook salmon,NA,NA
16567,737,171,800,234,0,BE,Backwater,0.1,35,chinook salmon,NA,NA
16568,737,171,100,34,1,DF,Glide Margin,0.2,45,chinook salmon,NA,NA
16569,737,171,200,34,1,DF,Glide Margin,0.2,40,chinook salmon,NA,NA
16570,737,171,600,34,1,BE,Backwater,0.2,35,chinook salmon,NA,NA
16571,737,171,100,34,1,BE,Backwater,0.2,40,chinook salmon,NA,NA
16572,737,171,100,34,1,F,Glide Margin,0.2,40,chinook salmon,NA,NA
16573,737,171,50,34,1,F,Glide Margin,0.2,45,chinook salmon,NA,NA
16574,737,171,10,34,1,F,Glide Margin,0.2,50,chinook salmon,NA,NA
16575,737,171,3,34,1,F,Glide Margin,0.2,55,chinook salmon,NA,NA
16580,737,173,20,345,1,BDE,Riffle Margin,0.3,50,chinook salmon,NA,NA
16581,737,173,50,345,3,BDE,Riffle Margin,0.4,40,chinook salmon,NA,NA
16582,737,173,5,345,3,BDE,Riffle Margin,0.4,50,chinook salmon,NA,NA
16583,737,173,1,345,3,BDE,Riffle Margin,0.4,60,chinook salmon,NA,NA
16584,738,119,100,34,0,BCE,Glide Margin,0.2,35,chinook salmon,NA,NA
16585,738,119,200,34,0,BCE,Glide Margin,0.2,45,chinook salmon,NA,NA
16586,738,119,60,34,0,BCE,Glide Margin,0.2,55,chinook salmon,NA,NA
16587,738,120,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16588,739,210,150,2,2,B,Riffle Margin,0.2,40,chinook salmon,NA,NA
1342,58,217,25,4,2,B,Riffle,0.25,65,chinook salmon,NA,NA
16589,739,210,40,23,2,BCF,Riffle Margin,0.4,35,chinook salmon,NA,NA
16590,739,210,20,23,2,BCF,Riffle Margin,0.4,40,chinook salmon,NA,NA
16591,739,210,100,234,2,BCF,Riffle Margin,0.4,45,chinook salmon,NA,NA
16592,739,210,100,2,2,BCF,Riffle Margin,0.2,40,chinook salmon,NA,NA
16593,739,210,50,2,2,BCF,Riffle Margin,0.2,50,chinook salmon,NA,NA
16594,739,210,3,2,2,BCF,Riffle Margin,0.2,60,chinook salmon,NA,NA
16595,739,210,20,34,0,A,Glide Margin,0.2,35,chinook salmon,NA,NA
16596,739,210,15,34,0,A,Glide Margin,0.2,40,chinook salmon,NA,NA
16597,739,210,100,34,1,BCDE,Backwater,0.2,35,chinook salmon,NA,NA
16599,739,210,65,234,1,BCDE,Glide Margin,0.3,35,chinook salmon,NA,NA
16600,739,210,15,234,1,BCDE,Glide Margin,0.3,40,chinook salmon,NA,NA
16601,739,210,1,234,1,BCDE,Glide Margin,0.3,50,chinook salmon,NA,NA
16602,739,210,1,234,1,BCDE,Glide Margin,0.4,50,wakasagi,NA,NA
16603,739,210,1,234,1,BCDE,Glide Margin,0.4,60,wakasagi,NA,NA
16604,739,216,1,456,0,A,Glide,0.4,500,o. mykiss,NA,NA
16606,739,215A,50,34,0,A,Glide Margin,0.3,40,chinook salmon,NA,NA
16611,739,215B,100,3456,2,BCE,Glide Margin,0.5,40,chinook salmon,NA,NA
16612,739,215B,10,3456,2,BCE,Glide Margin,0.5,60,chinook salmon,NA,NA
16613,739,215B,5,345,0,A,Glide,0.5,45,chinook salmon,NA,NA
16614,739,215B,20,345,1,BCDE,Glide Margin,0.3,35,chinook salmon,NA,NA
16615,739,215B,100,34,1,BC,Glide,0.3,50,chinook salmon,NA,NA
16616,739,215B,5,34,1,BC,Glide,0.3,60,chinook salmon,NA,NA
16617,739,215B,30,34,1,BC,Glide,0.3,35,chinook salmon,NA,NA
16618,740,189,5,123,1,BCE,Glide,0.6,40,chinook salmon,NA,NA
16619,740,189,100,12,1,BCE,Glide Margin,0.5,40,chinook salmon,NA,NA
16620,740,189,20,12,1,BCE,Glide Margin,0.5,70,wakasagi,NA,NA
1343,58,217,5,4,2,B,Riffle,0.25,55,chinook salmon,NA,NA
16621,740,189,10,12,1,BCE,Glide Margin,0.5,60,chinook salmon,NA,NA
16622,740,189,40,12,1,BCE,Glide Margin,0.5,35,chinook salmon,NA,NA
16623,740,189,20,1234,0,BCE,Glide Margin,0.3,60,chinook salmon,NA,NA
16624,740,189,50,1234,1,BCEF,Glide Margin,0.4,60,chinook salmon,NA,NA
16625,740,189,2,1234,0,BCEF,Glide Margin,0.4,65,chinook salmon,NA,NA
16626,740,189,10,1234,0,BCEF,Glide Margin,0.4,40,chinook salmon,NA,NA
16627,740,189,40,34,1,CDEF,Glide Margin,0.5,35,chinook salmon,NA,NA
16628,740,189,50,34,1,CDEF,Glide Margin,0.5,45,chinook salmon,NA,NA
16629,740,189,10,34,1,CDEF,Glide Margin,0.5,60,chinook salmon,NA,NA
16630,740,185,15,34,0,A,Glide Margin,0.2,35,chinook salmon,NA,NA
16631,740,185,60,34,0,A,Glide Margin,0.1,40,chinook salmon,NA,NA
16632,740,185,40,345,1,B,Glide Margin,0.2,35,chinook salmon,NA,NA
16633,740,185,30,34,1,BE,Glide Margin,0.3,60,chinook salmon,NA,NA
16634,740,185,10,34,1,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16635,740,185,10,34,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16636,740,185,50,234,1,BDE,Glide Margin,0.3,60,chinook salmon,NA,NA
16637,740,185,10,234,1,BDE,Glide Margin,0.3,65,chinook salmon,NA,NA
16638,740,185,5,234,1,BDE,Glide Margin,0.3,45,chinook salmon,NA,NA
16639,740,185,20,34,0,B,Glide Margin,0.2,35,chinook salmon,NA,NA
16640,740,185,40,34,0,A,Glide Margin,0.1,35,chinook salmon,NA,NA
16641,740,189,200,2,1,BCDEF,Glide Margin,0.4,35,chinook salmon,NA,NA
16642,740,189,100,2,1,BCDEF,Glide Margin,0.4,45,chinook salmon,NA,NA
16643,740,189,300,123,1,BCDE,Backwater,0.3,35,chinook salmon,NA,NA
16644,740,189,200,123,1,BCDE,Backwater,0.3,40,chinook salmon,NA,NA
16645,740,189,300,123,1,BCDE,Backwater,0.3,45,chinook salmon,NA,NA
16646,740,189,30,123,1,BCDE,Backwater,0.3,50,chinook salmon,NA,NA
16647,740,189,300,123,1,BCDE,Glide Margin,0.4,35,chinook salmon,NA,NA
16648,740,189,400,123,1,BCDE,Glide Margin,0.4,40,chinook salmon,NA,NA
16649,740,189,200,123,1,BCDE,Glide Margin,0.4,45,chinook salmon,NA,NA
16650,740,189,70,123,1,BCDE,Glide Margin,0.4,50,chinook salmon,NA,NA
16651,740,189,4,123,1,BCDE,Glide Margin,0.4,60,chinook salmon,NA,NA
1345,58,210,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16652,740,189,200,34,1,BCDE,Glide Margin,0.3,35,chinook salmon,NA,NA
16653,740,189,400,34,1,BCDE,Glide Margin,0.3,40,chinook salmon,NA,NA
16654,740,189,200,34,1,BCDE,Glide Margin,0.3,45,chinook salmon,NA,NA
16655,740,189,100,34,1,BCDE,Glide Margin,0.3,50,chinook salmon,NA,NA
16656,740,189,10,34,1,BCDE,Glide Margin,0.3,60,chinook salmon,NA,NA
16657,740,189,150,3,1,BCDE,Glide Margin,0.4,45,chinook salmon,NA,NA
16658,740,189,10,23,0,A,Glide Margin,0.3,35,chinook salmon,NA,NA
16659,740,189,110,23,0,A,Glide Margin,0.3,45,chinook salmon,NA,NA
16660,740,189,120,23,2,BE,Glide Margin,0.3,45,chinook salmon,NA,NA
16661,740,189,115,23,2,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16662,740,189,1,23,2,BE,Glide Margin,0.3,55,chinook salmon,NA,NA
16663,740,189,5,23,1,BE,Glide Margin,0.3,55,chinook salmon,NA,NA
16664,740,189,35,23,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16665,740,189,250,34,2,BE,Glide Margin,0.1,35,chinook salmon,NA,NA
16666,740,189,2,34,2,BE,Glide Margin,0.2,60,chinook salmon,NA,NA
16667,740,189,85,34,2,BE,Glide Margin,0.2,45,chinook salmon,NA,NA
16668,740,189,25,34,2,BE,Glide Margin,0.2,50,chinook salmon,NA,NA
16669,740,189,150,45,2,BE,Glide Margin,0.2,45,chinook salmon,NA,NA
16670,740,189,115,45,1,BCDE,Glide Margin,0.2,40,chinook salmon,NA,NA
16673,740,189,110,23,2,BE,Glide Margin,0.2,45,chinook salmon,NA,NA
16674,740,189,300,345,1,BCE,Glide Margin,0.2,45,chinook salmon,NA,NA
16675,740,189,180,345,1,BCE,Glide Margin,0.2,35,chinook salmon,NA,NA
16676,740,189,100,345,1,BCE,Glide Margin,0.2,50,chinook salmon,NA,NA
16677,740,189,20,345,1,BCE,Glide Margin,0.2,55,chinook salmon,NA,NA
16678,740,189,5,345,1,BCE,Glide Margin,0.2,55,chinook salmon,NA,NA
16679,741,225,25,23,1,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16680,741,225,35,23,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16681,741,225,60,23,1,BE,Glide Margin,0.3,45,chinook salmon,NA,NA
16682,741,225,12,23,1,BE,Glide Margin,0.3,50,chinook salmon,NA,NA
1346,58,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16683,741,221,5,34,1,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16684,741,221,50,34,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16685,741,221,150,34,1,BE,Glide Margin,0.3,45,chinook salmon,NA,NA
16686,741,221,15,34,1,BE,Glide Margin,0.3,50,chinook salmon,NA,NA
16687,741,221,10,34,1,BE,Glide Margin,0.3,55,chinook salmon,NA,NA
16688,741,221,2,34,1,BE,Glide Margin,0.3,60,chinook salmon,NA,NA
16689,741,226,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16690,741,228,5,5,1,BDE,Glide Margin,0.5,55,chinook salmon,NA,NA
16691,741,228,6,5,1,BDE,Glide Margin,0.5,50,chinook salmon,NA,NA
16692,741,228,75,15,2,BCD,Glide Margin,0.8,45,chinook salmon,NA,NA
16693,741,228,25,15,2,BCD,Glide Margin,0.8,50,chinook salmon,NA,NA
16694,741,228,10,15,2,BCD,Glide Margin,0.8,55,chinook salmon,NA,NA
16695,741,228,5,15,2,BCD,Glide Margin,0.8,60,chinook salmon,NA,NA
16696,741,228,14,15,2,BCDE,Glide Margin,0.3,60,chinook salmon,NA,NA
16697,741,228,120,15,2,BCDE,Glide Margin,0.3,55,chinook salmon,NA,NA
16698,741,228,240,15,2,BCDE,Glide Margin,0.3,50,chinook salmon,NA,NA
16699,741,228,200,15,2,BCDE,Glide Margin,0.3,45,chinook salmon,NA,NA
16700,741,228,7,15,2,BCDE,Glide Margin,0.3,55,wakasagi,NA,NA
16701,741,228,50,135,2,BDE,Backwater,0.3,45,chinook salmon,NA,NA
16702,741,226,0,NA,NA,NA,NA,NA,NA,z. nada,NA,NA
16703,741,229,100,12,1,BCEF,Glide Margin,0.3,40,chinook salmon,NA,NA
16704,741,229,20,12,1,BCEF,Glide Margin,0.3,50,chinook salmon,NA,NA
16705,741,229,10,12,1,BCEF,Glide Margin,0.3,30,chinook salmon,NA,NA
16706,741,229,50,12,0,BE,Glide Margin,0.2,45,chinook salmon,NA,NA
16707,741,229,50,12,0,E,Glide Margin,0.2,35,chinook salmon,NA,NA
16708,741,229,100,123,1,BCE,Glide Margin,0.3,45,chinook salmon,NA,NA
16709,741,229,50,123,1,BCE,Glide Margin,0.3,35,chinook salmon,NA,NA
16710,741,229,20,123,1,E,Glide Margin,0.3,60,chinook salmon,NA,NA
16711,741,229,100,123,1,E,Glide Margin,0.3,35,chinook salmon,NA,NA
16712,741,229,20,23,1,BCE,Glide Margin,0.2,45,chinook salmon,NA,NA
16713,742,266,2,456,0,A,Riffle,0.6,70,chinook salmon,NA,NA
1347,58,215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16714,742,268,30,34,1,DE,Riffle Margin,0.4,40,chinook salmon,NA,NA
16715,742,268,50,34,1,DE,Riffle Margin,0.4,45,chinook salmon,NA,NA
16716,742,268,10,34,1,DE,Riffle Margin,0.4,50,chinook salmon,NA,NA
16717,742,268,40,12,1,DE,Backwater,0.3,40,chinook salmon,NA,NA
16718,742,268,10,12,1,DE,Backwater,0.3,35,chinook salmon,NA,NA
16719,742,268,10,12,1,DE,Backwater,0.3,45,chinook salmon,NA,NA
16720,742,268,1,12,1,DE,Backwater,0.3,40,sacramento pikeminnow or hardhead,NA,NA
16721,743,323B,60,23,1,BE,Glide Margin,0.3,35,chinook salmon,NA,NA
16722,743,323B,250,23,1,BE,Glide Margin,0.3,40,chinook salmon,NA,NA
16723,743,323B,400,23,1,BE,Glide Margin,0.3,45,chinook salmon,NA,NA
16724,743,323B,200,23,1,BE,Glide Margin,0.3,50,chinook salmon,NA,NA
16725,743,323B,60,23,1,BE,Glide Margin,0.3,55,chinook salmon,NA,NA
16726,743,323B,1,23,1,BE,Glide Margin,0.4,65,wakasagi,NA,NA
16727,743,323B,1,23,1,BE,Glide Margin,0.4,75,wakasagi,NA,NA
16728,743,323B,1,23,1,BE,Glide Margin,0.4,80,wakasagi,NA,NA
16729,743,323B,13,34,0,B,Riffle,0.3,55,chinook salmon,NA,NA
16730,743,323B,100,345,2,BDE,Glide Margin,0.5,40,chinook salmon,NA,NA
16731,743,323B,100,345,2,BDE,Glide Margin,0.5,45,chinook salmon,NA,NA
16732,743,323B,200,345,2,BDE,Glide Margin,0.5,50,chinook salmon,NA,NA
16733,743,323B,200,345,2,BDE,Glide Margin,0.5,55,chinook salmon,NA,NA
16734,743,323B,25,345,2,BDE,Glide Margin,0.5,55,wakasagi,NA,NA
16735,743,323A,110,4,0,BE,Glide Margin,0.5,50,chinook salmon,NA,NA
16736,743,323A,20,4,0,BE,Glide Margin,0.5,55,chinook salmon,NA,NA
16737,743,323A,1,4,0,BE,Glide Margin,0.5,60,chinook salmon,NA,NA
16738,743,323A,85,134,1,BCDE,Glide Margin,0.4,45,chinook salmon,NA,NA
16739,743,323A,10,134,1,BCDE,Glide Margin,0.4,40,chinook salmon,NA,NA
16740,743,323A,5,134,1,BCDE,Glide Margin,0.4,35,chinook salmon,NA,NA
16741,743,323A,130,134,1,BCDE,Glide Margin,0.4,50,chinook salmon,NA,NA
16742,743,323A,23,134,1,BCDF,Glide Margin,0.6,60,chinook salmon,NA,NA
16743,743,323A,2,134,1,BCDF,Glide Margin,0.6,70,chinook salmon,NA,NA
16744,743,323A,50,134,1,BCDF,Glide Margin,0.6,40,chinook salmon,NA,NA
1348,58,215A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16745,743,323A,310,134,1,BCDF,Glide Margin,0.6,50,chinook salmon,NA,NA
16746,NA,323A,NA,134,1,BCDF,Glide Margin,0.6,NA,chinook salmon,NA,NA
16747,744,397,0,NA,1,NA,NA,NA,NA,z. nada,NA,NA
16748,744,403,1,13,1,DE,Glide Margin,0.2,40,chinook salmon,NA,NA
16749,744,403,1,1,0,E,Glide Margin,0.1,50,chinook salmon,NA,NA
16750,744,402,10,134,1,BCE,Glide Margin,0.4,45,chinook salmon,NA,NA
16751,744,402,5,134,1,BCE,Glide Margin,0.4,50,chinook salmon,NA,NA
16752,744,402,3,134,1,BCE,Glide Margin,0.4,55,chinook salmon,NA,NA
16753,744,402,1,134,1,BCE,Glide Margin,0.4,60,wakasagi,NA,NA
16754,744,402,15,13,0,E,Glide Margin,0.3,35,chinook salmon,NA,NA
16755,744,402,60,13,0,E,Glide Margin,0.3,45,chinook salmon,NA,NA
16756,744,402,20,13,0,E,Glide Margin,0.3,50,chinook salmon,NA,NA
16757,744,402,25,134,1,BCDE,Glide Margin,0.3,35,chinook salmon,NA,NA
16758,744,402,40,134,1,BCDE,Glide Margin,0.3,40,chinook salmon,NA,NA
16759,744,402,30,134,1,BCDE,Glide Margin,0.3,45,chinook salmon,NA,NA
16760,744,402,10,134,1,BCDE,Glide Margin,0.3,50,chinook salmon,NA,NA
16765,745,408,30,12,1,BDE,Riffle Margin,0.4,60,chinook salmon,NA,NA
16766,745,408,25,12,1,BDE,Riffle Margin,0.4,45,chinook salmon,NA,NA
16767,745,408,10,12,1,BDE,Riffle Margin,0.4,40,chinook salmon,NA,NA
16768,745,408,40,23,1,BDE,Riffle Margin,0.4,50,chinook salmon,NA,NA
16769,745,408,10,23,1,BDE,Riffle Margin,0.4,60,chinook salmon,NA,NA
16770,745,408,20,13,1,BEF,Glide Margin,0.3,35,chinook salmon,NA,NA
16771,745,408,40,13,1,BEF,Glide Margin,0.3,40,chinook salmon,NA,NA
16772,745,408,40,13,1,BEF,Glide Margin,0.3,45,chinook salmon,NA,NA
16773,745,408,50,13,1,BEF,Glide Margin,0.3,50,chinook salmon,NA,NA
16774,745,408,10,13,1,BEF,Glide Margin,0.3,55,chinook salmon,NA,NA
16775,745,408,15,1234,1,BE,Glide Margin,0.4,35,chinook salmon,NA,NA
1349,58,216,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16776,745,408,15,1234,1,BE,Glide Margin,0.4,45,chinook salmon,NA,NA
16777,745,408,20,1234,1,BE,Glide Margin,0.4,50,chinook salmon,NA,NA
16778,745,408,5,1234,1,BE,Glide Margin,0.4,55,chinook salmon,NA,NA
